instituciones,titulos,autores,contribuidores,resumenes,grados,niveles,años,diciplinas,level
Universidad Nacional del Altiplano,Modelo basado en minería de datos para predecir la condición de salud de los recién nacidos en la Red de Salud Chucuito – Juli en el periodo 2016 - 2018,"Cutipa Chambi, Rene Arturo","Arcaya Coaquira, William Eusebio","La presente investigación titulada MODELO BASADO EN MINERÍA DE DATOS PARA PREDECIR LA CONDICIÓN DE SALUD DE LOS RECIÉN NACIDOS EN LA RED DE SALUD CHUCUITO – JULI EN EL PERIODO 2016 - 2018, tuvo como objetivo: aplicar un modelo basado en minería de datos para predecir la condición de salud de los recién nacidos en la Red de Salud Chucuito-Juli. Esta investigación es descriptiva y de tipo histórico pues requerimos conocer, analizar y evaluar nuestras variables en sus distintas etapas basados a un periodo de evaluación, asimismo, el diseño de la investigación es descriptiva simple, debido a que son observaciones al grupo experimental, al cual se han realizado las observaciones y obtenido los resultados, se ha tenido como población a 484 gestantes en la Red de Salud Chucuito-Juli, la misma que también es usada como muestra. Esta investigación ha desarrollado minería de datos usando la metodología CRISP-DM, teniendo a los árboles de decisión como técnica de minería de datos, con el uso de los algoritmos J48 y Logistic Model Tree. La investigación realizada establece que; en apoyo al diagnóstico y prevención los atributos procesados y discretizados posibilitan determinar la condición de salud de los recién nacidos; la misma que tiene un error absoluto de ± 0.1639, esto confirma la hipótesis que el modelo basado en minería de datos permite predecir la condición de salud del recién nacido en la Red de Salud Chucuito-Juli.",Ingeniero de Sistemas,Título Profesional,2019,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Aplicación móvil de geolocalización para el control y la gestión de la seguridad en conductores de la Empresa de Taxi Exitoso E.I.R.L. Juliaca 2019,"Chuquija Aracayo, Elias","Holguin Holquin, Edgar","En la actualidad las aplicaciones móviles se han convertido en uno de los recursos más importantes para las organizaciones, esto permite contar con nuevas herramientas para el rastreo y localización, su uso permite mejorar las acciones en temas de seguridad para afrontar el alto grado de incidentes, por esta razón la presente investigación tiene como objetivo desarrollar una aplicación móvil de geolocalización que permita mejorar el control y la gestión de la seguridad en conductores de la Empresa de Taxi Exitoso E.I.R.L. basándose en el proceso de geolocalización con el rastreo y localización en tiempo real del portador del dispositivo móvil. Para el desarrollo de la aplicación móvil, se empleó la metodología Scrum por adoptar una estrategia de desarrollo incremental, en lugar de la planificación y ejecución completa del producto, el cual se acomodó a las necesidades y etapas del proyecto. El tipo de investigación es aplicada, el diseño de la investigación es cuasiexperimental, la muestra estuvo constituida por 60 conductores activos. Para la recolección de datos se utilizó el cuestionario, instrumento que fue sometido a prueba de validación mediante juicio de expertos por alfa de crombarch. Para el análisis estadístico se utilizó la prueba de T-Student para dos muestras relacionadas, los resultados obtenidos prueban que la implementación de la aplicación móvil de geolocalización es una buena herramienta para el control y la gestión por lo cual se llegó a la conclusión que el desarrollo de la aplicación móvil de geolocalización mejora el control y la gestión de la seguridad.",Ingeniero de Sistemas,Título Profesional,2019,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Modelo basado en aprendizaje profundo para el análisis de sentimiento de tuits en español,"Bermejo Escobar, Danitza Yvette","Vilca Huayta, Oliver Amadeo","El análisis de sentimiento es una tarea de investigación en el campo del Procesamiento del Lenguaje Natural cuyo objetivo principal es determinar la polaridad de sentimiento de un texto. El análisis de sentimiento ha obtenido buenos resultados en el idioma inglés. Sin embargo, las métricas en español aún son bajas. La presente tesis propone tres modelos basados en aprendizaje profundo para abordar la tarea de análisis de sentimiento de tuits en español. El objetivo es mejorar los resultados obtenidos por métodos anteriores. Para ello, se ha realizado el preprocesamiento de los datos y la generación de representaciones de palabras que serán las entradas de los modelos. Seguidamente, se implementaron las redes neuronales recurrente, convolucional y un híbrido de ambos. Para evaluar los modelos propuestos, se utilizó el corpus InterTASS con cuatro clases. La métrica principal que se consideró es la exactitud. Los resultados muestran que los modelos propuestos son competitivos frente a previos métodos de referencia.",Ingeniero de Sistemas,Título Profesional,2019,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Impacto del comercio electrónico en los artesanos de la ciudad de Puno 2019,"Calderon Paxi, Jesus Miguel","Ingaluque Arapa, Marga Isabel","La presente investigación titulado IMPACTO DEL COMERCIO ELECTRÓNICO EN LOS ARTESANOS DE LA CIUDAD DE PUNO 2019, realizada en la empresa Moda Textil Titikaka S.C.R.L. de la ciudad de Puno, empresa que tiene como finalidad diseñar y producir artesanía tradicional de la región de Puno. La empresa comercializa sus productos a nivel nacional e internacional. El problema surge como necesidad de implementar nuevos modelos de negocio, además puedan ayudar en las actividades que manejan dentro de la empresa. Así como también la creación de un catálogo de productos, creación de categorías, presentación de productos, el manejo de datos de clientes, la integración de métodos de pago y controlar el envío del pedido. Premisa que sirvió para establecer el objetivo general de la presente tesis; determinar el impacto de la aplicación del comercio electrónico en la empresa Moda Textil Titikaka S.C.R.L. Para el propósito se desarrolló una aplicación móvil para Android de comercio electrónico. La tesis está enmarcada dentro del enfoque cuantitativo correlacional. El diseño de la investigación es cuasi experimental, que esencialmente es útil para estudiar problemas en los cuales no se puede tener control absoluto de las situaciones. La duración del proyecto es de cuatro meses. Los resultados reflejan claramente que hubo una variación significativa positiva en cuanto a los procesos que comúnmente se manejan en la comercialización de la empresa.",Ingeniero de Sistemas,Título Profesional,2019,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Sistema integral utilizando Mean Stack para la gestión de información de la Institución Educativa Privada San Ignacio de Loyola de Puno – 2017,"Muñoz Ormachea, Rudy Humberto","Zanabria Ortega, Milder","El presente trabajo de investigación, tuvo como objetivo: determinar que el sistema integral mejora la gestión de información de la I.E.S. San Ignacio de Loyola de Puno – 2017. Esta investigación es de tipo experimental con un diseño utilizando el método Pre-Test y Post-Test, pues se necesitó conocer, analizar y evaluar las cifras iniciales (Pre-Test) y los resultados de la implementación (Post-Test) para medir el nivel de impacto del sistema de información propuesto, para ello se recogió información utilizando las técnicas de recolección de datos Encuesta y Observación Directa. La investigación fue ejecutada en la I.E.S. San Ignacio de Loyola de Puno, cuya población es de 378 usuarios, y, para determinar las muestras se optó por declarar 8 indicadores, obteniéndose muestras no probabilísticas diferenciadas de acuerdo a cada indicador, ya que la investigación propone una solución integral. Para efectos de lograr el objetivo de la investigación se ha desarrollado un sistema de información (web) utilizando el marco de trabajo ágil SCRUM como metodología y MEAN Stack (basados en javascript) para el desarrollo del sistema. Tras la implementación del sistema de información y obtenido los resultados Post-Test se ha verificado que: El nivel de satisfacción de los usuarios se ha incrementado en 0.86 puntos sobre una escala valorativa de 1 a 5 (Likert), teniendo un impacto del 17.33% respecto a las cifras iniciales Pre-Test. Además, se consiguió agilizar y reducir los tiempos de Registro de: matrícula, pago de mensualidades, asistencia de estudiantes y asistencia del personal en un promedio de 595.11 segundos, que indica un decremento de tiempo del 86.68% respecto a las cifras iniciales Pre-Test. De manera similar se redujeron los tiempos de Consulta y Reportes de: pago de mensualidades, asistencia de estudiantes y asistencia de personal en un promedio de 510.94 segundos, lo que significa un 84.22% de decremento en tiempo con respecto a las cifras iniciales Pre-Test. En consecuencia, se determinó que el Sistema Integral Utilizando Mean Stack mejora la Gestión de Información de la I.E.S. San Ignacio de Loyola de Puno – 2017, ello avalado con los resultados expuestos líneas arriba.",Ingeniero de Sistemas,Título Profesional,2019,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,"Propuesta de gestión de ancho de banda para la red inalámbrica del colegio privado Champagnat, Arequipa 2017","Guerra Mendivel, Elmer Emerson","Holguin Holguin, Edgar","Al desarrollar una red inalámbrica de área local, la propuesta de gestión de ancho de banda en la cual se direcciona la investigación de la administración del ancho de banda segura, haciendo uso de soluciones basadas en software libre, la cual nos asegura un óptimo rendimiento en el uso del ancho de banda, creando así un ambiente de seguridad para el administrador y los usuarios conectados a la red inalámbrica mediante el proceso de autenticación y control de entradas de los usuarios, que estén vinculados a un nivel de privilegios, brindándoles así una buena recepción de señal y dejar de lado la incertidumbre que en cualquier momento alguien ajeno a la red inalámbrica aprovechado su ancho de banda se conecte. Esta alternativa de solución desarrolla tres elementos importantes, la Autenticación y Autorización, la Gestión de Ancho de Banda y la Seguridad de red WLAN. Para la respectiva implementación de este modelo se apoyó, con la autenticación y autorización, incorporando el protocolo AAA y el método CHAP, los cuales identifican a los usuarios, la presente gestión de ancho de banda ha sido implementada bajo una serie de políticas de asignación de ancho de banda (niveles de privilegios, regla de número de usuarios, y restricción del ancho de banda), ya que se estableció su óptimo rendimiento del uso de ancho de banda; y la seguridad a la red WLAN, donde se interactúa con el protocolo WPA2, método EAP-PEAP y certificados que determinan un alto nivel de seguridad en el desempeño de redes inalámbricas. En el presente trabajo de tesis se realizó la investigación, con la respectiva construcción, implementación y análisis de la propuesta de gestión seguro el cual hizo uso de los procesos antes mencionados para poder brindar un entorno de red inalámbrica fácil de administrar y con un elevado nivel de seguridad, recuperando así la calidad del servicio que la red WLAN debe conseguir.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Sistema web utilizando OOHDM para la gestión de procesos en el área de atención al cliente de la empresa Electro Puno S.A.A. - Juliaca 2017,"Diaz Gomez, Saddam Paul","Coyla Idme, Elmer","El presente trabajo de investigación “SISTEMA WEB UTILIZANDO OOHDM PARA LA GESTION DE PROCESOS EN EL ÁREA DE ATENCIÓN AL CLIENTE DE LA EMPRESA ELECTRO PUNO S.A.A.-JULIACA 2017”, parte de la problemática es la demora que se tiene al momento de realizar la gestión del proceso de atención al cliente en reconexiones y reparaciones de energía eléctrica, por lo que el usuario queda insatisfecho con la atención, esto debido a que no se cuenta con un medio de atención eficaz (archivo Excel), se plantea como objetivo Desarrollar el Sistema Web utilizando OOHDM para la Gestión de Procesos en el área de Atención al Cliente de la Empresa Electro Puno S.A.A. - Juliaca 2017. Teniendo como muestra en este caso 15 personas y estos son los trabajadores de la Empresa. El método que se utilizo es el no probabilístico con muestreo por conveniencia, el tipo de investigación experimental, La información básica requerida, se obtuvo mediante el análisis documental, observación directa y las encuestas. La investigación determinó, la comparación entre agosto 2017 y octubre 2017 sin el Sistema web y con Sistema Web respectivamente dio los siguientes resultados donde la media del post test es de 17.00 puntos; la media del pre test es de 10.33 puntos. son los resultados de cuatro cuestionarios que se realizaron a los colaboradores que laboran en el área de Atención al cliente (plataforma) de la empresa Electro Puno S.A.A. Aplicando la prueba t – student con una significancia de 5%, concluyendo que el Sistema Web utilizando OOHDM ayuda con la mejora en los procesos en Electro Puno S.A.A.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Sistema de información utilizando la teoría de organizaciones inteligentes para la gestión de información de clientes de la botica San Gabriel,"Paricahua Estrella, Margot Sandra","Ingaluque Arapa, Marga Isabel","El presente trabajo de investigación titulado “Sistema de Información Utilizando la Teoría de Organizaciones Inteligentes para la Gestión de Información de Clientes de la Botica SAN GABRIEL”, tuvo como objetivo general desarrollar un sistema de información utilizando la teoría de organizaciones inteligentes para la gestión de información de clientes de dicha botica. Para el desarrollo del sistema se utilizó la metodología SCRUM y la teoría de organizaciones inteligentes para el análisis del problema. Al encontrar uno de los problemas más relevantes el cual era la falta de gestión de la información del cliente, se desarrolló el sistema el cual brinda el historial de compras por fechas de cada cliente facilitando la óptima venta y atención al cliente logrando así la fidelización de clientes y lograr ser una organización inteligente en el futuro. La investigación siguió el diseño experimental, donde se demostró estadísticamente la hipótesis planteada, finalmente se concluye que el sistema de información ayuda a la gestión de la información del cliente de la botica SAN GABRIEL.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Modelo de simulación del proceso de matrícula de la Universidad Nacional del Altiplano - Puno,"Mamani Condori, Deisy","Coyla Idme, Elmer","En la presente investigación se plantea reducir el tiempo de espera en el proceso de matrículas de la Universidad Nacional del Altiplano - Puno. Los problemas en el sistema de matrícula es una realidad evidente a la percepción actual, por lo que se requiere cambiar este contexto. Una de las formas de resolver el problema del sistema de matrícula, consiste en transformar las situaciones del mundo real en los modelos matemáticos, para luego solucionar mediante la implementación de herramientas tecnológicas, que alberga elementos cuantitativos para la toma de decisiones y el sistema de gestión de calidad ISO 9001. Para ello está disponible las tecnologías actuales que nos permite resolver problemas complejos en poco tiempo, para lo cual se ha propuesto como objetivo, Determinar la simulación del proceso de matrícula de la Universidad Nacional del Altiplano – Puno. Cuya metodología es de la categoría de investigación cuantitativa a un nivel explicativo con un solo grupo, cuya validez se efectúa mediante el juicio de expertos, asimismo para lo cual se ha utilizado la aplicación de la metodología de simulación, que consiste en la gestión de los procesos y el control de los procesos, con la cual se llegó a las siguientes conclusiones: a) que los estudiantes están en desacuerdo con el proceso de matrícula actual, b) al simular el proceso de matrícula se puede observar que sí mejora el tiempo en el proceso de matrícula c) se ha concluido que con la simulación se ha mejorado el tiempo en el proceso de matrícula.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,"Implementación de un sistema web de monitoreo, calidad y control para el procesamiento de lácteos en la planta quesera Melgar - Ayaviri, 2019","Tito Ormachea, Ginna Roxana","Sosa Maydana, Carlos Boris","Las pequeñas empresas del sector industrial dedicadas a la producción de quesos de la Provincia de Melgar - Ayaviri, tienen deficiencias en el cálculo correcto de pagos, control de sus costos y gestión de información administrativo e imposibilitando cumplir con los objetivos. El trabajo de investigación cuyo objetivo es implementar un sistema web de monitoreo, calidad y control para el procesamiento de lácteos en la planta quesera “Melgar” - Ayaviri, constituido por 50 personas que laboran, lo cual visualiza los datos de los recorridos diarios de leche, muestra gráficos y estadísticas diarias, para obtener información de los costos de producción se utilizó instrumentos de recolección de datos: entrevistas, cuestionarios, observación directa y análisis a la información documental de la actividad productiva, la muestra para este caso de estudio es exactamente idéntica a la población, el sistema accede a obtener un diagnóstico claro de la situación real en la que se encontraba la planta quesera en estudio. Obtenida la información se procedió a elaborar un diseño e implementación del sistema de monitorización utilizando la metodología de desarrollo de software (UML), integrando costos, calidad y sobre todo conocer la situación actual de la información. La metodología utilizada fue experimental, concluyendo que la planta se benefició mejorando el control de sus recursos, administración de sus costos, decisiones en la información y permitió optimizar, elaborar reportes, datos estadísticos en tiempo real que contribuye al planeamiento y control de los recursos en la producción, en tanto queda demostrado que la aplicación del sistema de datos genera información exacta, quedando como base fundamental para posteriores actividades de producción.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Modelo de comercio electrónico para el acceso a la información en la compra de gas para los hogares de Puno - 2018,"Gomez Huayta, Maria Elena","Condori Alejo, Henry Ivan","En el barrio Bellavista las personas manifestaban que, al no tener acceso a la información adecuada e inmediata sobre precios y ofertas de los balones de gas para la cocción, involucra pérdida de tiempo y pagos excesivos. El objetivo de esta investigación es desarrollar el modelo de comercio electrónico para el acceso a la información en la compra de gas para los hogares en la ciudad de Puno. Con este fin, se realizó la prueba hipótesis utilizando un cuestionario impreso de pre-test y post-test. En esta encuesta se plasma una serie de preguntas con escala de Likert se muestran resultados tal como el valor de sigma es 0 al ser menor que 0.05(nivel de significancia) rechaza la hipótesis nula, que prueba la veracidad de la hipótesis alterna. Teniendo esto en cuenta, se desarrolló el modelo de comercio electrónico mejorando el acceso a la información en la compra de gas en los hogares de la ciudad de Puno. Recomendando al usuario de gas adaptarse a las nuevas tecnologías de compras y pedidos vía internet, por tener catálogos de comparación de precios, ofertas y evitándose así el contacto directo con un especialista, ahorrando tiempo y excesivos cobros.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Aplicación móvil en Android para la administración de compra y venta de máquinas de confección de la empresa Import Jack S.R.L. de la ciudad de Juliaca - 2017,"Yucra Yto, Walter Henry","Sosa Maydana, Carlos Boris","El presente trabajo de investigación titulada “Aplicación móvil en Android para la administración de compra y venta de máquinas de confección de la empresa Import Jack S.R.L. de la ciudad de Juliaca – 2017” se encuentra ubicado en el distrito de Juliaca y provincia de San Román. Para la investigación se ha considerado como objetivo general desarrollar una aplicación móvil en Android para la administración de compra y venta de máquinas de confección de la empresa Import Jack SRL de la ciudad de Juliaca - 2017. Así mismo la hipótesis general planteada es el desarrollo de una aplicación móvil en Android para la administración de compra y venta de máquinas de confección de la empresa Import Jack SRL de la ciudad de Juliaca permitirá mejorar significativamente sus operaciones comerciales. El tipo de investigación empleado es de tipo aplicada y el diseño de investigación es cuasi experimental, el tipo de muestra es no probabilístico intencional. La población está conformada por la totalidad del personal, de los cuales se ha considerado el tamaño de la muestra 15 empleados de la empresa Import Jack S.R.L. utilizando como técnica la encuesta y el cuestionario. Los datos recogidos fueron ordenados, clasificados y procesados para ser presentados en cuadros y gráficos, utilizando como prueba de hipótesis T-Student. Luego de obtener resultados y contrastar la hipótesis general mediante la prueba de T-Student, se concluye que el desarrollo y la implementación de una aplicación móvil en Android mejora significativamente la administración de compra y venta de máquinas de confección de la empresa Import Jack SRL de la ciudad de Juliaca, de esta manera se ha optimizado las operaciones comerciales dando una atención rápida y confiable a los clientes.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Aplicación web para mejorar la gestión del proceso de importación simplificada en la Región de Puno,"Salazar Surco, Juan Rolando","Gómez Quispe, Hugo Yosef","La presente investigación tiene como objetivo desarrollar una aplicación web para mejorar la gestión en la atención del proceso de importación simplificada en la parte de la toma de decisiones. La aplicación Web permite la interacción con los derechos arancelarios, tributarios y otros pagos, para el desarrollo de la aplicación multiplataforma se siguió la metodología Agil, por su simplicidad y agilidad. Como resultado se implementó La aplicación Web, que proporciona la funcionalidad necesaria para que el funcionario aduanero obtenga toda la información con facilidad y con dicha información el aplicativo realice las simulaciones de todos los costos en las que va incurrir el usuario al realizar la importación simplificada y así mejorar la toma de decisiones en el proceso de importación simplificada. Para determinar su utilidad fue puesto a prueba. De los resultados obtenidos se concluye que es posible desarrollar una aplicación web para mejorar la gestión del proceso de importación simplificada en la región de Puno",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Elaboración de un plan estratégico de Tecnologías de Información para la mejora de gestión administrativa y operativa en la Corte Superior de Justicia de Puno 2019-2022,"Avalos Cahuana, Eddy Manuel","Gómez Quispe, Hugo Yosef","El objetivo general del presente proyecto de investigación es elaborar un Plan Estratégico de Tecnologías de Información de la Corte Superior de Justicia de Puno, planificación que contribuirá a la mejora de la gestión administrativa y operativa de la institución. Para realizar esta investigación se utilizó la metodología PETI, desarrollada en 5 etapas, durante el desarrollo de la investigación se abordaron los conceptos de análisis, diagnósticos definición y diseño, en la primera etapa: Organización del trabajo, se definirán las acciones y recursos necesarios para la puesta en marcha, ejecución y seguimiento de la elaboración del plan estratégico. En la segunda etapa: Diagnóstico de la situación actual, se realizó la revisión de la situación actual tomando como referencia el entorno de la institución, plataformas tecnológicas y la situación actual de la operatividad e infraestructura TIC. En la tercera etapa: Definición de Componentes Estratégicos TI, contempla la definición de lineamientos estratégicos TI, el análisis de la situación actual de TI, y la definición de los objetivos y estrategias TI. En la Etapa 4: Diseño de Modelos de Arquitectura TIC, contempla el diseño de los modelos de arquitectura objetivo de procesos, data y sistemas. En la etapa 5: Elaboración de la Cartera de Proyectos TIC, se proponen y definen proyectos que ayudaran a mejorar las brechas identificas en las anteriores etapas. La investigación siguió el diseño de investigación pre test y post test, donde se demostró estadísticamente la hipótesis planteada y como resultado final se obtuvo que la elaboración de un Plan Estratégico de Tecnologías de Información mejora de Gestión Administrativa y Operativa en la Corte Superior de Justicia de Puno 2019-2022.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Balanceo de carga y calidad de servicio sobre dispositivos MikroTik para el acceso a internet en la Municipalidad Provincial de Puno - 2019,"Choque Castro, Marcos Denys","Olazábal Guerra, Ángel Manuel","Esta investigación tiene como objetivo la optimización del acceso a Internet con el que cuenta la Municipalidad Provincial de Puno, haciendo uso de técnicas de Balanceo de Carga para repartir eﬁcientemente las conexiones a través de sus tres accesos a Internet contratados con el operador Movistar y aplicando conﬁguraciones de Calidad de Servicio (QoS) para dar prioridad al tráﬁco critico, ralentizando también las conexiones menos importantes y por ende con menos prioridad, todo esto sobre un dispositivo MikroTik. Se trabajó usando un diseño cuasi experimental tomando como variables dependientes a la latencia y la pérdida de paquetes hacia internet, trabajando con dos grupos para realizar un Pre test y Post test los cuales al ser comparados se determinó que la latencia tuvo una mejora en promedio de 225.30 ms a 127.45 ms respectivamente, mientras que la pérdida de paquetes mostró una mejora de 6 % a 1 % respectivamente, de esta forma se pudo determinar que los métodos antes mencionados cumplen con los objetivos de la presente investigación.",Ingeniero de Sistemas,Título Profesional,2020,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Prototipo basado en web semántica para buscar manuales de programación para la Escuela Profesional de Ingeniería de Sistemas de la Universidad Nacional del Altiplano,"Castillo Alejo, Jean Marco","Jimenez Chura, Adolfo Carlos","Con el desarrollo de la presente investigación, se logró el objetivo de desarrollar un prototipo basado en Web Semántica para buscar recursos de Programación para la Escuela Profesional de Ingeniería de Sistemas de la Universidad Nacional del Altiplano, con el fin de facilitar la búsqueda de recursos de programación para los estudiantes que buscan aprender a programar, de tal forma que la información proporcionada sea la que ellos requieren de acuerdo al nivel de programación en el que se encuentran. Se realizó el Análisis del Problema donde se estableció las consultas predefinidas, en base a los metadatos, considerando la ontología de datos y la ontología de dominio, así como el modelo del repositorio RDF que luego de la búsqueda proporciona los resultados ordenados. Luego se describe el prototipo de la aplicación. Considerando el modelo de datos y la ontología basada en metadatos LOM, para luego definir el patrón de expresión para las búsquedas y finalmente construir la ontología considerando el nivel del alumno quien busca los recursos para aprender a programar, y también el estilo de aprendizaje del mismo. Los resultados de la investigación fueron obtenidos en base a las métricas de tiempo, eficiencia y usabilidad, obteniéndose un resultado satisfactorio que justifica la utilidad de la web semántica para buscar recursos de aprendizaje para aprender a programar.",Ingeniero de Sistemas,Título Profesional,2021,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Sistema B2C para mejorar la gestión en el proceso de venta de entradas a distintos tipos de eventos en la ciudad de Puno,"Neira Morales, Juan Richard","Zanabria Ortega, Milder","En la investigación se enfoca en el sistema B2C y como mejora la gestión en el proceso de venta de entradas a distintos tipos de eventos en la ciudad de Puno, en la actualidad se realizan distintos tipos de eventos en la ciudad de Puno, como por ejemplo conciertos musicales, eventos culturales, actividades deportivas, entre otros, el desarrollo de ésta investigación surge como consecuencia del análisis de los problemas que vemos en la vida cotidiana en la ciudad de Puno, cuando al realizar varios tipos de eventos existe la dificultad de adquirir una entrada para asistir al escenario donde se realizara dicho evento, ya sea porque existen solo dos o tres puntos de ventas e incluso el mismo día realizan inmensas colas para adquirir una entrada, la cual ocasiona problemas como la congestión peatonal y vehicular, fraudes en copias piratas de entradas, entre otros. Es por ello que se realizó la investigación para la mejora de la gestión en el proceso de venta de entradas a distintos eventos que se realizan en la ciudad de Puno. Se desarrolló bajo la metodología XP, es el más destacado de los procesos ágiles de desarrollo de software, la programación extrema se diferencia de las metodologías tradicionales principalmente por su mayor énfasis en la adaptabilidad que en la previsibilidad se ha aplicado el diseño cuasi-experimental, usando una metodología cuantitativa y una muestra de 21 trabajadores que laboran en el Consejo Regional del Deporte de Puno – IPD, se concluyó que la implementación del sistema B2C mejoró la gestión en el proceso de venta de entradas a distintos eventos que se realizan en la ciudad de Puno, en beneficio de los vendedores de entradas y organizadores de eventos de la ciudad de Puno.",Ingeniero de Sistemas,Título Profesional,2021,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,"Aplicación Service Desk para la gestión de incidencias en el Hospital categoría II - 1 San Martin de Porres, Macusani - 2019","Ojeda Colquehuanca, David","Ingaluque Arapa, Marga Isabel","El Hospital II-1 San Martin de Porres – Macusani, brinda servicios de salud a toda la población del distrito de Macusani, y pacientes referidos de establecimientos de periferie pertenecientes a la red de salud Carabaya; compuesta por las Unidades Productoras de Servicios tales como Administración, Gestión de la información, Transporte, Casa de fuerza, Almacén, Lavandería, Talleres de mantenimiento, entre otros; y también las Unidades Prestadoras de Servicios de Salud como son Consulta Externa, Emergencia, Hospitalización, Centro Quirúrgico, Centro Obstétrico, Patología Clínica, Diagnóstico por imágenes, Hemoterapia y banco de sangre, Farmacia, Central de esterilización y entre otras. El objetivo del presente trabajo de investigación es realizar una adecuada gestión de incidencias, permitiendo registrar, clasificar, asignar y solucionar las incidencias suscitadas en el hospital mediante la implementación de la Aplicación Service Desk para la gestión de incidencias basada en ITIL. Durante el desarrollo del trabajo de investigación se abordó el análisis, diseño, implementación del aplicativo y el funcionamiento de manera local con acceso desde cualquier PC dentro de la Intranet del hospital. El tipo de investigación al cual pertenece el trabajo de investigación es Experimental Aplicativo para lo cual se utilizó el framework Laravel, bajo la metodología RUP empleando UML para el modelado del aplicativo, y se concluye que la Aplicación service desk para la gestión de incidencias incrementa el grado de satisfacción de la parte usuaria en un 87%, evidenciando la gestión de 321 incidencias registradas en el aplicativo durante el periodo de Setiembre a octubre del 2020.",Ingeniero de Sistemas,Título Profesional,2021,Ingeniería de Sistemas,pregrado
Universidad Nacional del Altiplano,Aplicación web empleando la metodología XP para la gestión académica del Instituto de Informática de la Universidad Nacional del Altiplano Puno - 2019,"Reyes Cuba, Percy Pavel","Flores Velasquez, Edelfre","La investigación se desarrolló en el Instituto de Informática de la Universidad Nacional del Altiplano - Puno, siendo el objetivo principal determinar la influencia la aplicación web en los procesos de gestión académica en la comunidad educativa del Instituto de Informática en el 2019, el cual se desarrolló con la finalidad de optimizar los procesos de gestión académica. Se utilizó la metodología eXtreme Programming siendo esta la indicada para este tipo de sistemas, empezando con la primera Fase: Planificación del proyecto (Historias de usuario, Release planning, Iteraciones, Velocidad del proyecto, Programación en pareja, Reuniones diarias.), seguidamente con la segunda Fase: Diseño (Diseños simples, Glosarios de términos, Riesgos, Funcionalidad extra, Tarjetas Clase-Responsabilidad-Colaboración), posteriormente con la tercera Fase: Codificación y la cuarta y última Fase: Pruebas (El uso de los test en XP, Test de aceptación), se solucionó el problema de la ineficiencia en las actividades académicas: inscripciones, control de pagos, generación de nóminas de matrícula, elaboración del registro de notas y asistencias, consolidado de actas, impresión de boleta de notas, generación de reportes, entre otros. En el desarrollo del sistema web utilizó el Framework Bootstrap, JQuery, JSON y el sistema gestor de base de datos MySQL. La investigación fue de tipo aplicada, nivel explicativo de diseño pre experimental y mediante muestreo no probabilístico con una población 523, con una muestra de 136 agentes educativos entre docentes y/o instructores, administrativos y estudiantes, los instrumentos para el recojo de datos fueron: cuestionarios estructurados para la gestión académica y ficha de evaluación de calidad del producto software según el estándar de la norma ISO 9126.",Ingeniero de Sistemas,Título Profesional,2021,Ingeniería de Sistemas,pregrado
